metric_name,Date,day_score
GRAFFITI ON-TIME %,12/9/2019,NA
HOMICIDES (TREND),12/9/2019,NA
LIBRARY USERS,12/9/2019,NA
MISSED TRASH ON-TIME %,12/9/2019,1.25
ON-TIME PERMIT REVIEWS,12/9/2019,NA
PARKS MAINTENANCE ON-TIME %,12/9/2019,1.25
PART 1 CRIMES,12/9/2019,NA
POTHOLE ON-TIME %,12/9/2019,NA
SHOOTINGS (TREND),12/9/2019,NA
SIGN INSTALLATION ON-TIME %,12/9/2019,NA
SIGNAL REPAIR ON-TIME %,12/9/2019,1.041666667
STABBINGS (TREND),12/9/2019,NA
STREETLIGHT ON-TIME %,12/9/2019,1.25
TREE MAINTENANCE ON-TIME %,12/9/2019,NA
311 CALL CENTER PERFORMANCE,12/10/2019,1.019250028
311 CONSTITUENT EXPERIENCE SURVEYS,12/10/2019,NA
BFD INCIDENTS,12/10/2019,0.808986753
BFD RESPONSE TIME,12/10/2019,0.888077859
BPS ATTENDANCE,12/10/2019,0.967270318
CITY SERVICES SATISFACTION SURVEYS,12/10/2019,0.75
CODE ENFORCEMENT ON-TIME %,12/10/2019,1.203703704
CODE ENFORCEMENT TRASH COLLECTION,12/10/2019,1.214285714
EMS RESPONSE TIME,12/10/2019,0.962566845
GRAFFITI ON-TIME %,12/10/2019,NA
HOMICIDES (TREND),12/10/2019,NA
LIBRARY USERS,12/10/2019,NA
MISSED TRASH ON-TIME %,12/10/2019,1.1875
ON-TIME PERMIT REVIEWS,12/10/2019,0.903846154
PARKS MAINTENANCE ON-TIME %,12/10/2019,0.833333333
PART 1 CRIMES,12/10/2019,6.75
POTHOLE ON-TIME %,12/10/2019,1.25
SHOOTINGS (TREND),12/10/2019,NA
SIGN INSTALLATION ON-TIME %,12/10/2019,1.153846154
SIGNAL REPAIR ON-TIME %,12/10/2019,1.2
STABBINGS (TREND),12/10/2019,NA
STREETLIGHT ON-TIME %,12/10/2019,1.25
TREE MAINTENANCE ON-TIME %,12/10/2019,NA
311 CALL CENTER PERFORMANCE,12/11/2019,0.874693857
311 CONSTITUENT EXPERIENCE SURVEYS,12/11/2019,NA
BFD INCIDENTS,12/11/2019,0.907976693
BFD RESPONSE TIME,12/11/2019,0.944444444
BPS ATTENDANCE,12/11/2019,0.978763735
CITY SERVICES SATISFACTION SURVEYS,12/11/2019,0.708333333
CODE ENFORCEMENT ON-TIME %,12/11/2019,1.228448276
CODE ENFORCEMENT TRASH COLLECTION,12/11/2019,1.25
EMS RESPONSE TIME,12/11/2019,0.837209302
GRAFFITI ON-TIME %,12/11/2019,1.09375
HOMICIDES (TREND),12/11/2019,NA
LIBRARY USERS,12/11/2019,NA
MISSED TRASH ON-TIME %,12/11/2019,1.25
ON-TIME PERMIT REVIEWS,12/11/2019,0.885057471
PARKS MAINTENANCE ON-TIME %,12/11/2019,0.833333333
PART 1 CRIMES,12/11/2019,13.5
POTHOLE ON-TIME %,12/11/2019,1.118421053
SHOOTINGS (TREND),12/11/2019,NA
SIGN INSTALLATION ON-TIME %,12/11/2019,1
SIGNAL REPAIR ON-TIME %,12/11/2019,1.25
STABBINGS (TREND),12/11/2019,NA
STREETLIGHT ON-TIME %,12/11/2019,1.041666667
TREE MAINTENANCE ON-TIME %,12/11/2019,1.25
311 CALL CENTER PERFORMANCE,12/12/2019,0.852690385
311 CONSTITUENT EXPERIENCE SURVEYS,12/12/2019,NA
BFD INCIDENTS,12/12/2019,0.860761905
BFD RESPONSE TIME,12/12/2019,0.902222222
BPS ATTENDANCE,12/12/2019,0.944995038
CITY SERVICES SATISFACTION SURVEYS,12/12/2019,0.642857143
CODE ENFORCEMENT ON-TIME %,12/12/2019,1.162790698
CODE ENFORCEMENT TRASH COLLECTION,12/12/2019,1.193181818
EMS RESPONSE TIME,12/12/2019,1.008403361
GRAFFITI ON-TIME %,12/12/2019,0.833333333
HOMICIDES (TREND),12/12/2019,NA
LIBRARY USERS,12/12/2019,NA
MISSED TRASH ON-TIME %,12/12/2019,1.213235294
ON-TIME PERMIT REVIEWS,12/12/2019,0.923728814
PARKS MAINTENANCE ON-TIME %,12/12/2019,1.25
PART 1 CRIMES,12/12/2019,10.8
POTHOLE ON-TIME %,12/12/2019,0.9375
SHOOTINGS (TREND),12/12/2019,NA
SIGN INSTALLATION ON-TIME %,12/12/2019,1.171875
SIGNAL REPAIR ON-TIME %,12/12/2019,1.25
STABBINGS (TREND),12/12/2019,NA
STREETLIGHT ON-TIME %,12/12/2019,1.25
TREE MAINTENANCE ON-TIME %,12/12/2019,1.237244898
311 CALL CENTER PERFORMANCE,12/13/2019,0.979800853
311 CONSTITUENT EXPERIENCE SURVEYS,12/13/2019,0.25
BFD INCIDENTS,12/13/2019,0.878328474
BFD RESPONSE TIME,12/13/2019,0.857142857
BPS ATTENDANCE,12/13/2019,0.97567679
CITY SERVICES SATISFACTION SURVEYS,12/13/2019,0.46875
CODE ENFORCEMENT ON-TIME %,12/13/2019,1.157407407
CODE ENFORCEMENT TRASH COLLECTION,12/13/2019,0.909090909
EMS RESPONSE TIME,12/13/2019,0.852071006
GRAFFITI ON-TIME %,12/13/2019,NA
HOMICIDES (TREND),12/13/2019,NA
LIBRARY USERS,12/13/2019,NA
MISSED TRASH ON-TIME %,12/13/2019,1.2109375
ON-TIME PERMIT REVIEWS,12/13/2019,0.972972973
PARKS MAINTENANCE ON-TIME %,12/13/2019,0.833333333
PART 1 CRIMES,12/13/2019,27
POTHOLE ON-TIME %,12/13/2019,0.766129032
SHOOTINGS (TREND),12/13/2019,NA
SIGN INSTALLATION ON-TIME %,12/13/2019,1.041666667
SIGNAL REPAIR ON-TIME %,12/13/2019,1.25
STABBINGS (TREND),12/13/2019,NA
STREETLIGHT ON-TIME %,12/13/2019,0.681818182
TREE MAINTENANCE ON-TIME %,12/13/2019,1.25
311 CALL CENTER PERFORMANCE,12/14/2019,1.000261849
311 CONSTITUENT EXPERIENCE SURVEYS,12/14/2019,1.25
BFD INCIDENTS,12/14/2019,0.991661181
BFD RESPONSE TIME,12/14/2019,0.922528033
BPS ATTENDANCE,12/14/2019,0.964665203
CITY SERVICES SATISFACTION SURVEYS,12/14/2019,0.333333333
CODE ENFORCEMENT ON-TIME %,12/14/2019,1.222826087
CODE ENFORCEMENT TRASH COLLECTION,12/14/2019,1.153846154
EMS RESPONSE TIME,12/14/2019,1.019830028
GRAFFITI ON-TIME %,12/14/2019,NA
HOMICIDES (TREND),12/14/2019,NA
LIBRARY USERS,12/14/2019,NA
MISSED TRASH ON-TIME %,12/14/2019,1.153846154
ON-TIME PERMIT REVIEWS,12/14/2019,0.935483871
PARKS MAINTENANCE ON-TIME %,12/14/2019,1.25
PART 1 CRIMES,12/14/2019,9
POTHOLE ON-TIME %,12/14/2019,0.885416667
SHOOTINGS (TREND),12/14/2019,NA
SIGN INSTALLATION ON-TIME %,12/14/2019,0.535714286
SIGNAL REPAIR ON-TIME %,12/14/2019,1.25
STABBINGS (TREND),12/14/2019,NA
STREETLIGHT ON-TIME %,12/14/2019,1.111111111
TREE MAINTENANCE ON-TIME %,12/14/2019,1.25
311 CALL CENTER PERFORMANCE,12/15/2019,0.876015542
311 CONSTITUENT EXPERIENCE SURVEYS,12/15/2019,NA
BFD INCIDENTS,12/15/2019,1.04970964
BFD RESPONSE TIME,12/15/2019,1.004273504
BPS ATTENDANCE,12/15/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/15/2019,NA
CODE ENFORCEMENT ON-TIME %,12/15/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,12/15/2019,NA
EMS RESPONSE TIME,12/15/2019,0.942408377
GRAFFITI ON-TIME %,12/15/2019,NA
HOMICIDES (TREND),12/15/2019,NA
LIBRARY USERS,12/15/2019,NA
MISSED TRASH ON-TIME %,12/15/2019,1.25
ON-TIME PERMIT REVIEWS,12/15/2019,NA
PARKS MAINTENANCE ON-TIME %,12/15/2019,1.25
PART 1 CRIMES,12/15/2019,13.5
POTHOLE ON-TIME %,12/15/2019,NA
SHOOTINGS (TREND),12/15/2019,NA
SIGN INSTALLATION ON-TIME %,12/15/2019,NA
SIGNAL REPAIR ON-TIME %,12/15/2019,1.25
STABBINGS (TREND),12/15/2019,NA
STREETLIGHT ON-TIME %,12/15/2019,NA
TREE MAINTENANCE ON-TIME %,12/15/2019,NA
311 CALL CENTER PERFORMANCE,12/16/2019,0.998112812
311 CONSTITUENT EXPERIENCE SURVEYS,12/16/2019,NA
BFD INCIDENTS,12/16/2019,1.155952381
BFD RESPONSE TIME,12/16/2019,0.977777778
BPS ATTENDANCE,12/16/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/16/2019,0.375
CODE ENFORCEMENT ON-TIME %,12/16/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/16/2019,1.25
EMS RESPONSE TIME,12/16/2019,1.030042918
GRAFFITI ON-TIME %,12/16/2019,NA
HOMICIDES (TREND),12/16/2019,NA
LIBRARY USERS,12/16/2019,NA
MISSED TRASH ON-TIME %,12/16/2019,NA
ON-TIME PERMIT REVIEWS,12/16/2019,NA
PARKS MAINTENANCE ON-TIME %,12/16/2019,0.625
PART 1 CRIMES,12/16/2019,26.5
POTHOLE ON-TIME %,12/16/2019,1.25
SHOOTINGS (TREND),12/16/2019,NA
SIGN INSTALLATION ON-TIME %,12/16/2019,NA
SIGNAL REPAIR ON-TIME %,12/16/2019,0.982142857
STABBINGS (TREND),12/16/2019,NA
STREETLIGHT ON-TIME %,12/16/2019,1.25
TREE MAINTENANCE ON-TIME %,12/16/2019,NA
311 CALL CENTER PERFORMANCE,12/17/2019,0.992100133
311 CONSTITUENT EXPERIENCE SURVEYS,12/17/2019,0.5
BFD INCIDENTS,12/17/2019,1.142890772
BFD RESPONSE TIME,12/17/2019,0.955927995
BPS ATTENDANCE,12/17/2019,0.96326146
CITY SERVICES SATISFACTION SURVEYS,12/17/2019,0.916666667
CODE ENFORCEMENT ON-TIME %,12/17/2019,1.232876712
CODE ENFORCEMENT TRASH COLLECTION,12/17/2019,1.111111111
EMS RESPONSE TIME,12/17/2019,1.11627907
GRAFFITI ON-TIME %,12/17/2019,NA
HOMICIDES (TREND),12/17/2019,NA
LIBRARY USERS,12/17/2019,NA
MISSED TRASH ON-TIME %,12/17/2019,1.166666667
ON-TIME PERMIT REVIEWS,12/17/2019,0.952380952
PARKS MAINTENANCE ON-TIME %,12/17/2019,1.25
PART 1 CRIMES,12/17/2019,26.5
POTHOLE ON-TIME %,12/17/2019,1
SHOOTINGS (TREND),12/17/2019,NA
SIGN INSTALLATION ON-TIME %,12/17/2019,1
SIGNAL REPAIR ON-TIME %,12/17/2019,1.160714286
STABBINGS (TREND),12/17/2019,NA
STREETLIGHT ON-TIME %,12/17/2019,1.071428571
TREE MAINTENANCE ON-TIME %,12/17/2019,1.25
311 CALL CENTER PERFORMANCE,12/18/2019,1.016582552
311 CONSTITUENT EXPERIENCE SURVEYS,12/18/2019,1.25
BFD INCIDENTS,12/18/2019,1.081773619
BFD RESPONSE TIME,12/18/2019,0.964138742
BPS ATTENDANCE,12/18/2019,0.93107365
CITY SERVICES SATISFACTION SURVEYS,12/18/2019,0.583333333
CODE ENFORCEMENT ON-TIME %,12/18/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/18/2019,1.25
EMS RESPONSE TIME,12/18/2019,0.97826087
GRAFFITI ON-TIME %,12/18/2019,NA
HOMICIDES (TREND),12/18/2019,NA
LIBRARY USERS,12/18/2019,NA
MISSED TRASH ON-TIME %,12/18/2019,1.2
ON-TIME PERMIT REVIEWS,12/18/2019,0.971830986
PARKS MAINTENANCE ON-TIME %,12/18/2019,0
PART 1 CRIMES,12/18/2019,17.66666667
POTHOLE ON-TIME %,12/18/2019,0
SHOOTINGS (TREND),12/18/2019,NA
SIGN INSTALLATION ON-TIME %,12/18/2019,0.75
SIGNAL REPAIR ON-TIME %,12/18/2019,1.25
STABBINGS (TREND),12/18/2019,NA
STREETLIGHT ON-TIME %,12/18/2019,0.833333333
TREE MAINTENANCE ON-TIME %,12/18/2019,NA
311 CALL CENTER PERFORMANCE,12/19/2019,0.853195836
311 CONSTITUENT EXPERIENCE SURVEYS,12/19/2019,1.083333333
BFD INCIDENTS,12/19/2019,0.963293651
BFD RESPONSE TIME,12/19/2019,0.936507937
BPS ATTENDANCE,12/19/2019,0.960797038
CITY SERVICES SATISFACTION SURVEYS,12/19/2019,0.25
CODE ENFORCEMENT ON-TIME %,12/19/2019,1.243781095
CODE ENFORCEMENT TRASH COLLECTION,12/19/2019,1.101190476
EMS RESPONSE TIME,12/19/2019,1.046511628
GRAFFITI ON-TIME %,12/19/2019,NA
HOMICIDES (TREND),12/19/2019,NA
LIBRARY USERS,12/19/2019,NA
MISSED TRASH ON-TIME %,12/19/2019,1.071428571
ON-TIME PERMIT REVIEWS,12/19/2019,0.858490566
PARKS MAINTENANCE ON-TIME %,12/19/2019,1.136363636
PART 1 CRIMES,12/19/2019,53
POTHOLE ON-TIME %,12/19/2019,0.367647059
SHOOTINGS (TREND),12/19/2019,NA
SIGN INSTALLATION ON-TIME %,12/19/2019,0.9375
SIGNAL REPAIR ON-TIME %,12/19/2019,1.25
STABBINGS (TREND),12/19/2019,NA
STREETLIGHT ON-TIME %,12/19/2019,0.576923077
TREE MAINTENANCE ON-TIME %,12/19/2019,1.25
311 CALL CENTER PERFORMANCE,12/20/2019,1.017401516
311 CONSTITUENT EXPERIENCE SURVEYS,12/20/2019,NA
BFD INCIDENTS,12/20/2019,0.986788618
BFD RESPONSE TIME,12/20/2019,0.916936354
BPS ATTENDANCE,12/20/2019,0.946757875
CITY SERVICES SATISFACTION SURVEYS,12/20/2019,0.45
CODE ENFORCEMENT ON-TIME %,12/20/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/20/2019,1.184210526
EMS RESPONSE TIME,12/20/2019,0.853080569
GRAFFITI ON-TIME %,12/20/2019,NA
HOMICIDES (TREND),12/20/2019,NA
LIBRARY USERS,12/20/2019,NA
MISSED TRASH ON-TIME %,12/20/2019,1.212121212
ON-TIME PERMIT REVIEWS,12/20/2019,0.935483871
PARKS MAINTENANCE ON-TIME %,12/20/2019,1.25
PART 1 CRIMES,12/20/2019,8.833333333
POTHOLE ON-TIME %,12/20/2019,0.6640625
SHOOTINGS (TREND),12/20/2019,NA
SIGN INSTALLATION ON-TIME %,12/20/2019,1.25
SIGNAL REPAIR ON-TIME %,12/20/2019,1.25
STABBINGS (TREND),12/20/2019,NA
STREETLIGHT ON-TIME %,12/20/2019,1.25
TREE MAINTENANCE ON-TIME %,12/20/2019,1.233108108
311 CALL CENTER PERFORMANCE,12/21/2019,0.999718548
311 CONSTITUENT EXPERIENCE SURVEYS,12/21/2019,NA
BFD INCIDENTS,12/21/2019,NA
BFD RESPONSE TIME,12/21/2019,NA
BPS ATTENDANCE,12/21/2019,0.908520951
CITY SERVICES SATISFACTION SURVEYS,12/21/2019,0.45
CODE ENFORCEMENT ON-TIME %,12/21/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/21/2019,0.78125
EMS RESPONSE TIME,12/21/2019,NA
GRAFFITI ON-TIME %,12/21/2019,NA
HOMICIDES (TREND),12/21/2019,NA
LIBRARY USERS,12/21/2019,NA
MISSED TRASH ON-TIME %,12/21/2019,1.216216216
ON-TIME PERMIT REVIEWS,12/21/2019,0.971830986
PARKS MAINTENANCE ON-TIME %,12/21/2019,0.625
PART 1 CRIMES,12/21/2019,3.3125
POTHOLE ON-TIME %,12/21/2019,0.431034483
SHOOTINGS (TREND),12/21/2019,NA
SIGN INSTALLATION ON-TIME %,12/21/2019,1.071428571
SIGNAL REPAIR ON-TIME %,12/21/2019,1.25
STABBINGS (TREND),12/21/2019,1.454545455
STREETLIGHT ON-TIME %,12/21/2019,0.75
TREE MAINTENANCE ON-TIME %,12/21/2019,NA
311 CALL CENTER PERFORMANCE,12/22/2019,0.948377333
311 CONSTITUENT EXPERIENCE SURVEYS,12/22/2019,NA
BFD INCIDENTS,12/22/2019,NA
BFD RESPONSE TIME,12/22/2019,NA
BPS ATTENDANCE,12/22/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/22/2019,NA
CODE ENFORCEMENT ON-TIME %,12/22/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,12/22/2019,NA
EMS RESPONSE TIME,12/22/2019,NA
GRAFFITI ON-TIME %,12/22/2019,NA
HOMICIDES (TREND),12/22/2019,NA
LIBRARY USERS,12/22/2019,NA
MISSED TRASH ON-TIME %,12/22/2019,NA
ON-TIME PERMIT REVIEWS,12/22/2019,NA
PARKS MAINTENANCE ON-TIME %,12/22/2019,1.25
PART 1 CRIMES,12/22/2019,1.514285714
POTHOLE ON-TIME %,12/22/2019,NA
SHOOTINGS (TREND),12/22/2019,NA
SIGN INSTALLATION ON-TIME %,12/22/2019,NA
SIGNAL REPAIR ON-TIME %,12/22/2019,NA
STABBINGS (TREND),12/22/2019,NA
STREETLIGHT ON-TIME %,12/22/2019,NA
TREE MAINTENANCE ON-TIME %,12/22/2019,NA
311 CALL CENTER PERFORMANCE,12/23/2019,0.988949241
311 CONSTITUENT EXPERIENCE SURVEYS,12/23/2019,NA
BFD INCIDENTS,12/23/2019,NA
BFD RESPONSE TIME,12/23/2019,NA
BPS ATTENDANCE,12/23/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/23/2019,0.25
CODE ENFORCEMENT ON-TIME %,12/23/2019,1.005338078
CODE ENFORCEMENT TRASH COLLECTION,12/23/2019,1.25
EMS RESPONSE TIME,12/23/2019,NA
GRAFFITI ON-TIME %,12/23/2019,NA
HOMICIDES (TREND),12/23/2019,NA
LIBRARY USERS,12/23/2019,NA
MISSED TRASH ON-TIME %,12/23/2019,NA
ON-TIME PERMIT REVIEWS,12/23/2019,NA
PARKS MAINTENANCE ON-TIME %,12/23/2019,NA
PART 1 CRIMES,12/23/2019,5.087662338
POTHOLE ON-TIME %,12/23/2019,NA
SHOOTINGS (TREND),12/23/2019,NA
SIGN INSTALLATION ON-TIME %,12/23/2019,NA
SIGNAL REPAIR ON-TIME %,12/23/2019,1.25
STABBINGS (TREND),12/23/2019,0.517857143
STREETLIGHT ON-TIME %,12/23/2019,NA
TREE MAINTENANCE ON-TIME %,12/23/2019,NA
311 CALL CENTER PERFORMANCE,12/24/2019,0.980332087
311 CONSTITUENT EXPERIENCE SURVEYS,12/24/2019,1.083333333
BFD INCIDENTS,12/24/2019,NA
BFD RESPONSE TIME,12/24/2019,NA
BPS ATTENDANCE,12/24/2019,1.049861496
CITY SERVICES SATISFACTION SURVEYS,12/24/2019,0.5625
CODE ENFORCEMENT ON-TIME %,12/24/2019,0.718654434
CODE ENFORCEMENT TRASH COLLECTION,12/24/2019,1.160714286
EMS RESPONSE TIME,12/24/2019,NA
GRAFFITI ON-TIME %,12/24/2019,NA
HOMICIDES (TREND),12/24/2019,NA
LIBRARY USERS,12/24/2019,NA
MISSED TRASH ON-TIME %,12/24/2019,1.162790698
ON-TIME PERMIT REVIEWS,12/24/2019,0.806451613
PARKS MAINTENANCE ON-TIME %,12/24/2019,1.25
PART 1 CRIMES,12/24/2019,1.646008403
POTHOLE ON-TIME %,12/24/2019,1.083333333
SHOOTINGS (TREND),12/24/2019,NA
SIGN INSTALLATION ON-TIME %,12/24/2019,NA
SIGNAL REPAIR ON-TIME %,12/24/2019,1.071428571
STABBINGS (TREND),12/24/2019,1.035714286
STREETLIGHT ON-TIME %,12/24/2019,1.111111111
TREE MAINTENANCE ON-TIME %,12/24/2019,NA
311 CALL CENTER PERFORMANCE,12/25/2019,1.031382805
311 CONSTITUENT EXPERIENCE SURVEYS,12/25/2019,NA
BFD INCIDENTS,12/25/2019,NA
BFD RESPONSE TIME,12/25/2019,NA
BPS ATTENDANCE,12/25/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/25/2019,NA
CODE ENFORCEMENT ON-TIME %,12/25/2019,0.924796748
CODE ENFORCEMENT TRASH COLLECTION,12/25/2019,1.25
EMS RESPONSE TIME,12/25/2019,NA
GRAFFITI ON-TIME %,12/25/2019,NA
HOMICIDES (TREND),12/25/2019,NA
LIBRARY USERS,12/25/2019,NA
MISSED TRASH ON-TIME %,12/25/2019,1.182432432
ON-TIME PERMIT REVIEWS,12/25/2019,1
PARKS MAINTENANCE ON-TIME %,12/25/2019,0.416666667
PART 1 CRIMES,12/25/2019,2.945488722
POTHOLE ON-TIME %,12/25/2019,0.8
SHOOTINGS (TREND),12/25/2019,NA
SIGN INSTALLATION ON-TIME %,12/25/2019,1.041666667
SIGNAL REPAIR ON-TIME %,12/25/2019,1.25
STABBINGS (TREND),12/25/2019,0.345238095
STREETLIGHT ON-TIME %,12/25/2019,1.25
TREE MAINTENANCE ON-TIME %,12/25/2019,NA
311 CALL CENTER PERFORMANCE,12/26/2019,1.003798155
311 CONSTITUENT EXPERIENCE SURVEYS,12/26/2019,NA
BFD INCIDENTS,12/26/2019,NA
BFD RESPONSE TIME,12/26/2019,NA
BPS ATTENDANCE,12/26/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/26/2019,0.75
CODE ENFORCEMENT ON-TIME %,12/26/2019,NA
CODE ENFORCEMENT TRASH COLLECTION,12/26/2019,1.25
EMS RESPONSE TIME,12/26/2019,NA
GRAFFITI ON-TIME %,12/26/2019,NA
HOMICIDES (TREND),12/26/2019,NA
LIBRARY USERS,12/26/2019,NA
MISSED TRASH ON-TIME %,12/26/2019,NA
ON-TIME PERMIT REVIEWS,12/26/2019,NA
PARKS MAINTENANCE ON-TIME %,12/26/2019,NA
PART 1 CRIMES,12/26/2019,4.663690476
POTHOLE ON-TIME %,12/26/2019,NA
SHOOTINGS (TREND),12/26/2019,NA
SIGN INSTALLATION ON-TIME %,12/26/2019,NA
SIGNAL REPAIR ON-TIME %,12/26/2019,1.25
STABBINGS (TREND),12/26/2019,0.517857143
STREETLIGHT ON-TIME %,12/26/2019,NA
TREE MAINTENANCE ON-TIME %,12/26/2019,NA
311 CALL CENTER PERFORMANCE,12/27/2019,1.00657048
311 CONSTITUENT EXPERIENCE SURVEYS,12/27/2019,1.25
BFD INCIDENTS,12/27/2019,NA
BFD RESPONSE TIME,12/27/2019,NA
BPS ATTENDANCE,12/27/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/27/2019,0.8
CODE ENFORCEMENT ON-TIME %,12/27/2019,1.08974359
CODE ENFORCEMENT TRASH COLLECTION,12/27/2019,0.902777778
EMS RESPONSE TIME,12/27/2019,NA
GRAFFITI ON-TIME %,12/27/2019,NA
HOMICIDES (TREND),12/27/2019,NA
LIBRARY USERS,12/27/2019,NA
MISSED TRASH ON-TIME %,12/27/2019,1.158536585
ON-TIME PERMIT REVIEWS,12/27/2019,1
PARKS MAINTENANCE ON-TIME %,12/27/2019,0
PART 1 CRIMES,12/27/2019,5.596428571
POTHOLE ON-TIME %,12/27/2019,0.833333333
SHOOTINGS (TREND),12/27/2019,NA
SIGN INSTALLATION ON-TIME %,12/27/2019,NA
SIGNAL REPAIR ON-TIME %,12/27/2019,1
STABBINGS (TREND),12/27/2019,NA
STREETLIGHT ON-TIME %,12/27/2019,0.75
TREE MAINTENANCE ON-TIME %,12/27/2019,1.116071429
311 CALL CENTER PERFORMANCE,12/28/2019,0.954173605
311 CONSTITUENT EXPERIENCE SURVEYS,12/28/2019,NA
BFD INCIDENTS,12/28/2019,NA
BFD RESPONSE TIME,12/28/2019,NA
BPS ATTENDANCE,12/28/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/28/2019,1.25
CODE ENFORCEMENT ON-TIME %,12/28/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/28/2019,1.25
EMS RESPONSE TIME,12/28/2019,NA
GRAFFITI ON-TIME %,12/28/2019,NA
HOMICIDES (TREND),12/28/2019,NA
LIBRARY USERS,12/28/2019,NA
MISSED TRASH ON-TIME %,12/28/2019,1.180555556
ON-TIME PERMIT REVIEWS,12/28/2019,1
PARKS MAINTENANCE ON-TIME %,12/28/2019,0.78125
PART 1 CRIMES,12/28/2019,2.664965986
POTHOLE ON-TIME %,12/28/2019,0.625
SHOOTINGS (TREND),12/28/2019,NA
SIGN INSTALLATION ON-TIME %,12/28/2019,NA
SIGNAL REPAIR ON-TIME %,12/28/2019,1.25
STABBINGS (TREND),12/28/2019,0.517857143
STREETLIGHT ON-TIME %,12/28/2019,1.25
TREE MAINTENANCE ON-TIME %,12/28/2019,1.25
311 CALL CENTER PERFORMANCE,12/29/2019,0.937566589
311 CONSTITUENT EXPERIENCE SURVEYS,12/29/2019,NA
BFD INCIDENTS,12/29/2019,NA
BFD RESPONSE TIME,12/29/2019,NA
BPS ATTENDANCE,12/29/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/29/2019,0.25
CODE ENFORCEMENT ON-TIME %,12/29/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/29/2019,1.25
EMS RESPONSE TIME,12/29/2019,NA
GRAFFITI ON-TIME %,12/29/2019,NA
HOMICIDES (TREND),12/29/2019,NA
LIBRARY USERS,12/29/2019,NA
MISSED TRASH ON-TIME %,12/29/2019,1.169354839
ON-TIME PERMIT REVIEWS,12/29/2019,NA
PARKS MAINTENANCE ON-TIME %,12/29/2019,0
PART 1 CRIMES,12/29/2019,5.596428571
POTHOLE ON-TIME %,12/29/2019,NA
SHOOTINGS (TREND),12/29/2019,NA
SIGN INSTALLATION ON-TIME %,12/29/2019,NA
SIGNAL REPAIR ON-TIME %,12/29/2019,NA
STABBINGS (TREND),12/29/2019,1.035714286
STREETLIGHT ON-TIME %,12/29/2019,NA
TREE MAINTENANCE ON-TIME %,12/29/2019,NA
311 CALL CENTER PERFORMANCE,12/30/2019,1.013016412
311 CONSTITUENT EXPERIENCE SURVEYS,12/30/2019,NA
BFD INCIDENTS,12/30/2019,NA
BFD RESPONSE TIME,12/30/2019,NA
BPS ATTENDANCE,12/30/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/30/2019,1
CODE ENFORCEMENT ON-TIME %,12/30/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/30/2019,0
EMS RESPONSE TIME,12/30/2019,NA
GRAFFITI ON-TIME %,12/30/2019,NA
HOMICIDES (TREND),12/30/2019,NA
LIBRARY USERS,12/30/2019,NA
MISSED TRASH ON-TIME %,12/30/2019,1.25
ON-TIME PERMIT REVIEWS,12/30/2019,NA
PARKS MAINTENANCE ON-TIME %,12/30/2019,1.25
PART 1 CRIMES,12/30/2019,1.517241379
POTHOLE ON-TIME %,12/30/2019,1.25
SHOOTINGS (TREND),12/30/2019,NA
SIGN INSTALLATION ON-TIME %,12/30/2019,NA
SIGNAL REPAIR ON-TIME %,12/30/2019,NA
STABBINGS (TREND),12/30/2019,1.428571429
STREETLIGHT ON-TIME %,12/30/2019,1.25
TREE MAINTENANCE ON-TIME %,12/30/2019,NA
311 CALL CENTER PERFORMANCE,12/31/2019,0.982597623
311 CONSTITUENT EXPERIENCE SURVEYS,12/31/2019,0.75
BFD INCIDENTS,12/31/2019,NA
BFD RESPONSE TIME,12/31/2019,NA
BPS ATTENDANCE,12/31/2019,NA
CITY SERVICES SATISFACTION SURVEYS,12/31/2019,0.75
CODE ENFORCEMENT ON-TIME %,12/31/2019,1.25
CODE ENFORCEMENT TRASH COLLECTION,12/31/2019,1.160714286
EMS RESPONSE TIME,12/31/2019,NA
GRAFFITI ON-TIME %,12/31/2019,NA
HOMICIDES (TREND),12/31/2019,NA
LIBRARY USERS,12/31/2019,NA
MISSED TRASH ON-TIME %,12/31/2019,1.25
ON-TIME PERMIT REVIEWS,12/31/2019,0.777777778
PARKS MAINTENANCE ON-TIME %,12/31/2019,0.714285714
PART 1 CRIMES,12/31/2019,4.888888889
