metric_name,Date,day_score
EMS RESPONSE TIME,4/5/2018,0.837208913
GRAFFITI ON-TIME %,4/5/2018,0.625
LIBRARY USERS,4/5/2018,1.244926561
MISSED TRASH ON-TIME %,4/5/2018,1.184210526
PARKS MAINTENANCE ON-TIME %,4/5/2018,1
POTHOLE ON-TIME %,4/5/2018,0.763888889
SIGN INSTALLATION ON-TIME %,4/5/2018,1.041666667
SIGNAL REPAIR ON-TIME %,4/5/2018,1.25
STREETLIGHT ON-TIME %,4/5/2018,1.018518519
TREE MAINTENANCE ON-TIME %,4/5/2018,1.022727273
311 CALL CENTER PERFORMANCE,4/6/2018,1.03250478
311 CONSTITUENT EXPERIENCE SURVEYS,4/6/2018,NA
BFD RESPONSE TIME,4/6/2018,0.956072351
BPS ATTENDANCE,4/6/2018,0.975689993
CITY SERVICES SATISFACTION SURVEYS,4/6/2018,0.8125
CODE ENFORCEMENT ON-TIME %,4/6/2018,1.165254237
CODE ENFORCEMENT TRASH COLLECTION,4/6/2018,1.25
EMS RESPONSE TIME,4/6/2018,0.965146936
GRAFFITI ON-TIME %,4/6/2018,0.9375
LIBRARY USERS,4/6/2018,1.075340647
MISSED TRASH ON-TIME %,4/6/2018,1.118421053
PARKS MAINTENANCE ON-TIME %,4/6/2018,1.25
POTHOLE ON-TIME %,4/6/2018,0.580357143
SIGN INSTALLATION ON-TIME %,4/6/2018,0.852272727
SIGNAL REPAIR ON-TIME %,4/6/2018,1.116071429
STREETLIGHT ON-TIME %,4/6/2018,0.661764706
TREE MAINTENANCE ON-TIME %,4/6/2018,1.25
311 CALL CENTER PERFORMANCE,4/7/2018,0.988868475
311 CONSTITUENT EXPERIENCE SURVEYS,4/7/2018,NA
BFD RESPONSE TIME,4/7/2018,1
BPS ATTENDANCE,4/7/2018,0.964262183
CITY SERVICES SATISFACTION SURVEYS,4/7/2018,0.583333333
CODE ENFORCEMENT ON-TIME %,4/7/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/7/2018,1.25
EMS RESPONSE TIME,4/7/2018,1.290322581
GRAFFITI ON-TIME %,4/7/2018,0.625
LIBRARY USERS,4/7/2018,1.081823289
MISSED TRASH ON-TIME %,4/7/2018,1.139705882
PARKS MAINTENANCE ON-TIME %,4/7/2018,1.25
POTHOLE ON-TIME %,4/7/2018,0.640243902
SIGN INSTALLATION ON-TIME %,4/7/2018,1.25
SIGNAL REPAIR ON-TIME %,4/7/2018,1.25
STREETLIGHT ON-TIME %,4/7/2018,0.661764706
TREE MAINTENANCE ON-TIME %,4/7/2018,0.625
311 CALL CENTER PERFORMANCE,4/8/2018,0.970455879
311 CONSTITUENT EXPERIENCE SURVEYS,4/8/2018,NA
BFD RESPONSE TIME,4/8/2018,NA
BPS ATTENDANCE,4/8/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/8/2018,NA
CODE ENFORCEMENT ON-TIME %,4/8/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,4/8/2018,NA
EMS RESPONSE TIME,4/8/2018,NA
GRAFFITI ON-TIME %,4/8/2018,NA
LIBRARY USERS,4/8/2018,1.098418853
MISSED TRASH ON-TIME %,4/8/2018,NA
PARKS MAINTENANCE ON-TIME %,4/8/2018,NA
POTHOLE ON-TIME %,4/8/2018,NA
SIGN INSTALLATION ON-TIME %,4/8/2018,NA
SIGNAL REPAIR ON-TIME %,4/8/2018,1.25
STREETLIGHT ON-TIME %,4/8/2018,0.9375
TREE MAINTENANCE ON-TIME %,4/8/2018,NA
311 CALL CENTER PERFORMANCE,4/9/2018,0.985442329
311 CONSTITUENT EXPERIENCE SURVEYS,4/9/2018,NA
BFD RESPONSE TIME,4/9/2018,0.986019132
BPS ATTENDANCE,4/9/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/9/2018,0.833333333
CODE ENFORCEMENT ON-TIME %,4/9/2018,1.240808824
CODE ENFORCEMENT TRASH COLLECTION,4/9/2018,1.25
EMS RESPONSE TIME,4/9/2018,1.009817105
GRAFFITI ON-TIME %,4/9/2018,NA
LIBRARY USERS,4/9/2018,0.935172619
MISSED TRASH ON-TIME %,4/9/2018,NA
PARKS MAINTENANCE ON-TIME %,4/9/2018,NA
POTHOLE ON-TIME %,4/9/2018,1.25
SIGN INSTALLATION ON-TIME %,4/9/2018,NA
SIGNAL REPAIR ON-TIME %,4/9/2018,0.568181818
STREETLIGHT ON-TIME %,4/9/2018,0.9375
TREE MAINTENANCE ON-TIME %,4/9/2018,NA
311 CALL CENTER PERFORMANCE,4/10/2018,1.040450693
311 CONSTITUENT EXPERIENCE SURVEYS,4/10/2018,NA
BFD RESPONSE TIME,4/10/2018,0.986267166
BPS ATTENDANCE,4/10/2018,0.971670038
CITY SERVICES SATISFACTION SURVEYS,4/10/2018,0.642857143
CODE ENFORCEMENT ON-TIME %,4/10/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/10/2018,1.25
EMS RESPONSE TIME,4/10/2018,0.989010446
GRAFFITI ON-TIME %,4/10/2018,0.375
LIBRARY USERS,4/10/2018,1.283682537
MISSED TRASH ON-TIME %,4/10/2018,1.203703704
PARKS MAINTENANCE ON-TIME %,4/10/2018,0.972222222
POTHOLE ON-TIME %,4/10/2018,0.886363636
SIGN INSTALLATION ON-TIME %,4/10/2018,1.180555556
SIGNAL REPAIR ON-TIME %,4/10/2018,1
STREETLIGHT ON-TIME %,4/10/2018,0.714285714
TREE MAINTENANCE ON-TIME %,4/10/2018,1
311 CALL CENTER PERFORMANCE,4/11/2018,1.036626654
311 CALL CENTER PERFORMANCE,4/11/2018,1.036626654
311 CONSTITUENT EXPERIENCE SURVEYS,4/11/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,4/11/2018,NA
BFD RESPONSE TIME,4/11/2018,1.01010101
BFD RESPONSE TIME,4/11/2018,1.01010101
BPS ATTENDANCE,4/11/2018,0.978218079
BPS ATTENDANCE,4/11/2018,0.978218079
CITY SERVICES SATISFACTION SURVEYS,4/11/2018,0.980769231
CITY SERVICES SATISFACTION SURVEYS,4/11/2018,0.980769231
CODE ENFORCEMENT ON-TIME %,4/11/2018,1.197916667
CODE ENFORCEMENT ON-TIME %,4/11/2018,1.197916667
CODE ENFORCEMENT TRASH COLLECTION,4/11/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/11/2018,1.25
EMS RESPONSE TIME,4/11/2018,0.96
EMS RESPONSE TIME,4/11/2018,0.96
GRAFFITI ON-TIME %,4/11/2018,1.25
GRAFFITI ON-TIME %,4/11/2018,1.25
LIBRARY USERS,4/11/2018,1.205209244
LIBRARY USERS,4/11/2018,1.205209244
MISSED TRASH ON-TIME %,4/11/2018,1.25
MISSED TRASH ON-TIME %,4/11/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/11/2018,1.0625
PARKS MAINTENANCE ON-TIME %,4/11/2018,1.0625
POTHOLE ON-TIME %,4/11/2018,0.729166667
POTHOLE ON-TIME %,4/11/2018,0.729166667
SIGN INSTALLATION ON-TIME %,4/11/2018,0.526315789
SIGN INSTALLATION ON-TIME %,4/11/2018,0.526315789
SIGNAL REPAIR ON-TIME %,4/11/2018,1.25
SIGNAL REPAIR ON-TIME %,4/11/2018,1.25
STREETLIGHT ON-TIME %,4/11/2018,0.694444444
STREETLIGHT ON-TIME %,4/11/2018,0.694444444
TREE MAINTENANCE ON-TIME %,4/11/2018,1.25
TREE MAINTENANCE ON-TIME %,4/11/2018,1.25
311 CALL CENTER PERFORMANCE,4/12/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,4/12/2018,NA
BFD RESPONSE TIME,4/12/2018,0.972222222
BPS ATTENDANCE,4/12/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/12/2018,NA
CODE ENFORCEMENT ON-TIME %,4/12/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,4/12/2018,NA
EMS RESPONSE TIME,4/12/2018,1.208052881
GRAFFITI ON-TIME %,4/12/2018,NA
LIBRARY USERS,4/12/2018,NA
MISSED TRASH ON-TIME %,4/12/2018,NA
PARKS MAINTENANCE ON-TIME %,4/12/2018,NA
POTHOLE ON-TIME %,4/12/2018,NA
SIGN INSTALLATION ON-TIME %,4/12/2018,NA
SIGNAL REPAIR ON-TIME %,4/12/2018,NA
STREETLIGHT ON-TIME %,4/12/2018,NA
TREE MAINTENANCE ON-TIME %,4/12/2018,NA
311 CALL CENTER PERFORMANCE,4/13/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,4/13/2018,NA
BFD RESPONSE TIME,4/13/2018,0.99009901
BPS ATTENDANCE,4/13/2018,0.972762646
CITY SERVICES SATISFACTION SURVEYS,4/13/2018,1
CODE ENFORCEMENT ON-TIME %,4/13/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/13/2018,1.25
EMS RESPONSE TIME,4/13/2018,0.921895479
GRAFFITI ON-TIME %,4/13/2018,NA
LIBRARY USERS,4/13/2018,1.011823979
MISSED TRASH ON-TIME %,4/13/2018,1.09375
PARKS MAINTENANCE ON-TIME %,4/13/2018,1.09375
POTHOLE ON-TIME %,4/13/2018,0.486111111
SIGN INSTALLATION ON-TIME %,4/13/2018,NA
SIGNAL REPAIR ON-TIME %,4/13/2018,1.25
STREETLIGHT ON-TIME %,4/13/2018,0.384615385
TREE MAINTENANCE ON-TIME %,4/13/2018,1.25
311 CALL CENTER PERFORMANCE,4/14/2018,1.024115058
311 CONSTITUENT EXPERIENCE SURVEYS,4/14/2018,1.25
BFD RESPONSE TIME,4/14/2018,1.018518519
BPS ATTENDANCE,4/14/2018,0.946718208
CITY SERVICES SATISFACTION SURVEYS,4/14/2018,0.916666667
CODE ENFORCEMENT ON-TIME %,4/14/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/14/2018,1.25
EMS RESPONSE TIME,4/14/2018,1.090909091
GRAFFITI ON-TIME %,4/14/2018,0.625
LIBRARY USERS,4/14/2018,0.944802841
MISSED TRASH ON-TIME %,4/14/2018,1.170212766
PARKS MAINTENANCE ON-TIME %,4/14/2018,0.833333333
POTHOLE ON-TIME %,4/14/2018,0.427631579
SIGN INSTALLATION ON-TIME %,4/14/2018,NA
SIGNAL REPAIR ON-TIME %,4/14/2018,1.153846154
STREETLIGHT ON-TIME %,4/14/2018,0.833333333
TREE MAINTENANCE ON-TIME %,4/14/2018,NA
311 CALL CENTER PERFORMANCE,4/15/2018,0.970897833
311 CONSTITUENT EXPERIENCE SURVEYS,4/15/2018,0.833333333
BFD RESPONSE TIME,4/15/2018,NA
BPS ATTENDANCE,4/15/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/15/2018,0.833333333
CODE ENFORCEMENT ON-TIME %,4/15/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,4/15/2018,NA
EMS RESPONSE TIME,4/15/2018,NA
GRAFFITI ON-TIME %,4/15/2018,NA
LIBRARY USERS,4/15/2018,1.212887393
MISSED TRASH ON-TIME %,4/15/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/15/2018,NA
POTHOLE ON-TIME %,4/15/2018,1.25
SIGN INSTALLATION ON-TIME %,4/15/2018,NA
SIGNAL REPAIR ON-TIME %,4/15/2018,1.25
STREETLIGHT ON-TIME %,4/15/2018,0.25
TREE MAINTENANCE ON-TIME %,4/15/2018,NA
311 CALL CENTER PERFORMANCE,4/16/2018,0.990187333
311 CONSTITUENT EXPERIENCE SURVEYS,4/16/2018,NA
BFD RESPONSE TIME,4/16/2018,1.013071895
BPS ATTENDANCE,4/16/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/16/2018,1.25
CODE ENFORCEMENT ON-TIME %,4/16/2018,1.240310078
CODE ENFORCEMENT TRASH COLLECTION,4/16/2018,1.25
EMS RESPONSE TIME,4/16/2018,1.025641026
GRAFFITI ON-TIME %,4/16/2018,NA
LIBRARY USERS,4/16/2018,0.819471978
MISSED TRASH ON-TIME %,4/16/2018,NA
PARKS MAINTENANCE ON-TIME %,4/16/2018,NA
POTHOLE ON-TIME %,4/16/2018,NA
SIGN INSTALLATION ON-TIME %,4/16/2018,NA
SIGNAL REPAIR ON-TIME %,4/16/2018,1.25
STREETLIGHT ON-TIME %,4/16/2018,0.5
TREE MAINTENANCE ON-TIME %,4/16/2018,NA
311 CALL CENTER PERFORMANCE,4/17/2018,1.026882274
311 CONSTITUENT EXPERIENCE SURVEYS,4/17/2018,NA
BFD RESPONSE TIME,4/17/2018,0.999468368
BPS ATTENDANCE,4/17/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/17/2018,NA
CODE ENFORCEMENT ON-TIME %,4/17/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,4/17/2018,0
EMS RESPONSE TIME,4/17/2018,1.011236523
GRAFFITI ON-TIME %,4/17/2018,NA
LIBRARY USERS,4/17/2018,0.863058119
MISSED TRASH ON-TIME %,4/17/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/17/2018,0.625
POTHOLE ON-TIME %,4/17/2018,1.25
SIGN INSTALLATION ON-TIME %,4/17/2018,NA
SIGNAL REPAIR ON-TIME %,4/17/2018,1.071428571
STREETLIGHT ON-TIME %,4/17/2018,1.25
TREE MAINTENANCE ON-TIME %,4/17/2018,1.25
311 CALL CENTER PERFORMANCE,4/18/2018,1.001683119
311 CONSTITUENT EXPERIENCE SURVEYS,4/18/2018,NA
BFD RESPONSE TIME,4/18/2018,1.01324122
BPS ATTENDANCE,4/18/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/18/2018,0.772727273
CODE ENFORCEMENT ON-TIME %,4/18/2018,1.22
CODE ENFORCEMENT TRASH COLLECTION,4/18/2018,1.2
EMS RESPONSE TIME,4/18/2018,0.875912409
GRAFFITI ON-TIME %,4/18/2018,NA
LIBRARY USERS,4/18/2018,1.299313387
MISSED TRASH ON-TIME %,4/18/2018,0.769230769
PARKS MAINTENANCE ON-TIME %,4/18/2018,1.118421053
POTHOLE ON-TIME %,4/18/2018,0.431034483
SIGN INSTALLATION ON-TIME %,4/18/2018,1.05
SIGNAL REPAIR ON-TIME %,4/18/2018,1.15
STREETLIGHT ON-TIME %,4/18/2018,0.555555556
TREE MAINTENANCE ON-TIME %,4/18/2018,1.25
311 CALL CENTER PERFORMANCE,4/19/2018,1.024818143
311 CONSTITUENT EXPERIENCE SURVEYS,4/19/2018,1.25
BFD RESPONSE TIME,4/19/2018,1.011310712
BPS ATTENDANCE,4/19/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/19/2018,0.795454545
CODE ENFORCEMENT ON-TIME %,4/19/2018,1.227876106
CODE ENFORCEMENT TRASH COLLECTION,4/19/2018,1.25
EMS RESPONSE TIME,4/19/2018,0.94488189
GRAFFITI ON-TIME %,4/19/2018,1.25
LIBRARY USERS,4/19/2018,1.2680679
MISSED TRASH ON-TIME %,4/19/2018,1.220930233
PARKS MAINTENANCE ON-TIME %,4/19/2018,0.972222222
POTHOLE ON-TIME %,4/19/2018,0.512820513
SIGN INSTALLATION ON-TIME %,4/19/2018,1.25
SIGNAL REPAIR ON-TIME %,4/19/2018,1.041666667
STREETLIGHT ON-TIME %,4/19/2018,0.568181818
TREE MAINTENANCE ON-TIME %,4/19/2018,NA
311 CALL CENTER PERFORMANCE,4/20/2018,1.032306376
311 CONSTITUENT EXPERIENCE SURVEYS,4/20/2018,1.25
BFD RESPONSE TIME,4/20/2018,0.976430976
BPS ATTENDANCE,4/20/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/20/2018,0.854166667
CODE ENFORCEMENT ON-TIME %,4/20/2018,1.207627119
CODE ENFORCEMENT TRASH COLLECTION,4/20/2018,1.125
EMS RESPONSE TIME,4/20/2018,0.893299805
GRAFFITI ON-TIME %,4/20/2018,NA
LIBRARY USERS,4/20/2018,1.031494926
MISSED TRASH ON-TIME %,4/20/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/20/2018,1
POTHOLE ON-TIME %,4/20/2018,0.694444444
SIGN INSTALLATION ON-TIME %,4/20/2018,1
SIGNAL REPAIR ON-TIME %,4/20/2018,1.25
STREETLIGHT ON-TIME %,4/20/2018,1.25
TREE MAINTENANCE ON-TIME %,4/20/2018,1.25
311 CALL CENTER PERFORMANCE,4/21/2018,1.002722323
311 CONSTITUENT EXPERIENCE SURVEYS,4/21/2018,NA
BFD RESPONSE TIME,4/21/2018,1.111111111
BPS ATTENDANCE,4/21/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/21/2018,1.25
CODE ENFORCEMENT ON-TIME %,4/21/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/21/2018,1.25
EMS RESPONSE TIME,4/21/2018,0.925450347
GRAFFITI ON-TIME %,4/21/2018,0
LIBRARY USERS,4/21/2018,1.105538853
MISSED TRASH ON-TIME %,4/21/2018,1.088709677
PARKS MAINTENANCE ON-TIME %,4/21/2018,0.5
POTHOLE ON-TIME %,4/21/2018,0.535714286
SIGN INSTALLATION ON-TIME %,4/21/2018,0.833333333
SIGNAL REPAIR ON-TIME %,4/21/2018,1.25
STREETLIGHT ON-TIME %,4/21/2018,0.46875
TREE MAINTENANCE ON-TIME %,4/21/2018,1.25
311 CALL CENTER PERFORMANCE,4/22/2018,0.992135511
311 CONSTITUENT EXPERIENCE SURVEYS,4/22/2018,NA
BFD RESPONSE TIME,4/22/2018,NA
BPS ATTENDANCE,4/22/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/22/2018,0.833333333
CODE ENFORCEMENT ON-TIME %,4/22/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/22/2018,1.25
EMS RESPONSE TIME,4/22/2018,NA
GRAFFITI ON-TIME %,4/22/2018,0.595238095
LIBRARY USERS,4/22/2018,1.003794095
MISSED TRASH ON-TIME %,4/22/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/22/2018,0.625
POTHOLE ON-TIME %,4/22/2018,NA
SIGN INSTALLATION ON-TIME %,4/22/2018,NA
SIGNAL REPAIR ON-TIME %,4/22/2018,1.25
STREETLIGHT ON-TIME %,4/22/2018,0.25
TREE MAINTENANCE ON-TIME %,4/22/2018,1.25
311 CALL CENTER PERFORMANCE,4/23/2018,1.016053648
311 CONSTITUENT EXPERIENCE SURVEYS,4/23/2018,NA
BFD RESPONSE TIME,4/23/2018,1.027617213
BPS ATTENDANCE,4/23/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/23/2018,NA
CODE ENFORCEMENT ON-TIME %,4/23/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/23/2018,0.78125
EMS RESPONSE TIME,4/23/2018,1.121495327
GRAFFITI ON-TIME %,4/23/2018,NA
LIBRARY USERS,4/23/2018,1.03485178
MISSED TRASH ON-TIME %,4/23/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/23/2018,1.041666667
POTHOLE ON-TIME %,4/23/2018,NA
SIGN INSTALLATION ON-TIME %,4/23/2018,NA
SIGNAL REPAIR ON-TIME %,4/23/2018,1.25
STREETLIGHT ON-TIME %,4/23/2018,NA
TREE MAINTENANCE ON-TIME %,4/23/2018,1.09375
311 CALL CENTER PERFORMANCE,4/24/2018,1.010721248
311 CONSTITUENT EXPERIENCE SURVEYS,4/24/2018,1.083333333
BFD RESPONSE TIME,4/24/2018,1.022845275
BPS ATTENDANCE,4/24/2018,0.959406061
CITY SERVICES SATISFACTION SURVEYS,4/24/2018,1.2
CODE ENFORCEMENT ON-TIME %,4/24/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/24/2018,1.25
EMS RESPONSE TIME,4/24/2018,0.965146936
GRAFFITI ON-TIME %,4/24/2018,0.416666667
LIBRARY USERS,4/24/2018,1.536631622
MISSED TRASH ON-TIME %,4/24/2018,1.21875
PARKS MAINTENANCE ON-TIME %,4/24/2018,1.130952381
POTHOLE ON-TIME %,4/24/2018,0.609756098
SIGN INSTALLATION ON-TIME %,4/24/2018,1.022727273
SIGNAL REPAIR ON-TIME %,4/24/2018,1.0625
STREETLIGHT ON-TIME %,4/24/2018,0
TREE MAINTENANCE ON-TIME %,4/24/2018,1.2109375
311 CALL CENTER PERFORMANCE,4/25/2018,1.007128773
311 CONSTITUENT EXPERIENCE SURVEYS,4/25/2018,NA
BFD RESPONSE TIME,4/25/2018,0.933706816
BPS ATTENDANCE,4/25/2018,0.976933769
CITY SERVICES SATISFACTION SURVEYS,4/25/2018,0.875
CODE ENFORCEMENT ON-TIME %,4/25/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/25/2018,1.098484848
EMS RESPONSE TIME,4/25/2018,0.880195169
GRAFFITI ON-TIME %,4/25/2018,0.625
LIBRARY USERS,4/25/2018,1.468357955
MISSED TRASH ON-TIME %,4/25/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/25/2018,0.982142857
POTHOLE ON-TIME %,4/25/2018,0.301724138
SIGN INSTALLATION ON-TIME %,4/25/2018,1.153846154
SIGNAL REPAIR ON-TIME %,4/25/2018,1.171875
STREETLIGHT ON-TIME %,4/25/2018,0.625
TREE MAINTENANCE ON-TIME %,4/25/2018,NA
311 CALL CENTER PERFORMANCE,4/26/2018,1.021258181
311 CONSTITUENT EXPERIENCE SURVEYS,4/26/2018,NA
BFD RESPONSE TIME,4/26/2018,0.958605664
BPS ATTENDANCE,4/26/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/26/2018,0.821428571
CODE ENFORCEMENT ON-TIME %,4/26/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/26/2018,1.25
EMS RESPONSE TIME,4/26/2018,0.917196985
GRAFFITI ON-TIME %,4/26/2018,NA
LIBRARY USERS,4/26/2018,1.474837632
MISSED TRASH ON-TIME %,4/26/2018,1.228813559
PARKS MAINTENANCE ON-TIME %,4/26/2018,0.75
POTHOLE ON-TIME %,4/26/2018,0.330882353
SIGN INSTALLATION ON-TIME %,4/26/2018,0.909090909
SIGNAL REPAIR ON-TIME %,4/26/2018,1.2109375
STREETLIGHT ON-TIME %,4/26/2018,0.489130435
TREE MAINTENANCE ON-TIME %,4/26/2018,1.25
311 CALL CENTER PERFORMANCE,4/27/2018,1.03570484
311 CONSTITUENT EXPERIENCE SURVEYS,4/27/2018,NA
BFD RESPONSE TIME,4/27/2018,0.98265896
BPS ATTENDANCE,4/27/2018,0.971710468
CITY SERVICES SATISFACTION SURVEYS,4/27/2018,0.892857143
CODE ENFORCEMENT ON-TIME %,4/27/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/27/2018,1.25
EMS RESPONSE TIME,4/27/2018,0.956175299
GRAFFITI ON-TIME %,4/27/2018,0.333333333
LIBRARY USERS,4/27/2018,NA
MISSED TRASH ON-TIME %,4/27/2018,1.003787879
PARKS MAINTENANCE ON-TIME %,4/27/2018,0.75
POTHOLE ON-TIME %,4/27/2018,0.535714286
SIGN INSTALLATION ON-TIME %,4/27/2018,0.833333333
SIGNAL REPAIR ON-TIME %,4/27/2018,1.171875
STREETLIGHT ON-TIME %,4/27/2018,0.5
TREE MAINTENANCE ON-TIME %,4/27/2018,1.25
311 CALL CENTER PERFORMANCE,4/28/2018,1.014196268
311 CONSTITUENT EXPERIENCE SURVEYS,4/28/2018,NA
BFD RESPONSE TIME,4/28/2018,1.111111111
BPS ATTENDANCE,4/28/2018,0.968668192
CITY SERVICES SATISFACTION SURVEYS,4/28/2018,0.916666667
CODE ENFORCEMENT ON-TIME %,4/28/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/28/2018,1.25
EMS RESPONSE TIME,4/28/2018,1.865283041
GRAFFITI ON-TIME %,4/28/2018,1.25
LIBRARY USERS,4/28/2018,1.349827284
MISSED TRASH ON-TIME %,4/28/2018,0.99025974
PARKS MAINTENANCE ON-TIME %,4/28/2018,1.25
POTHOLE ON-TIME %,4/28/2018,0.897435897
SIGN INSTALLATION ON-TIME %,4/28/2018,1.136363636
SIGNAL REPAIR ON-TIME %,4/28/2018,1.25
STREETLIGHT ON-TIME %,4/28/2018,0.340909091
TREE MAINTENANCE ON-TIME %,4/28/2018,1.25
311 CALL CENTER PERFORMANCE,4/29/2018,0.905429801
311 CONSTITUENT EXPERIENCE SURVEYS,4/29/2018,0.75
BFD RESPONSE TIME,4/29/2018,NA
BPS ATTENDANCE,4/29/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/29/2018,0.5
CODE ENFORCEMENT ON-TIME %,4/29/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/29/2018,NA
EMS RESPONSE TIME,4/29/2018,NA
GRAFFITI ON-TIME %,4/29/2018,0.51369863
LIBRARY USERS,4/29/2018,1.258163565
MISSED TRASH ON-TIME %,4/29/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/29/2018,1.25
POTHOLE ON-TIME %,4/29/2018,NA
SIGN INSTALLATION ON-TIME %,4/29/2018,NA
SIGNAL REPAIR ON-TIME %,4/29/2018,1.25
STREETLIGHT ON-TIME %,4/29/2018,0
TREE MAINTENANCE ON-TIME %,4/29/2018,NA
311 CALL CENTER PERFORMANCE,4/30/2018,1.012318029
311 CONSTITUENT EXPERIENCE SURVEYS,4/30/2018,NA
BFD RESPONSE TIME,4/30/2018,0.999342538
BPS ATTENDANCE,4/30/2018,NA
CITY SERVICES SATISFACTION SURVEYS,4/30/2018,1.041666667
CODE ENFORCEMENT ON-TIME %,4/30/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,4/30/2018,1.25
EMS RESPONSE TIME,4/30/2018,1.031518034
GRAFFITI ON-TIME %,4/30/2018,NA
LIBRARY USERS,4/30/2018,0.877877686
MISSED TRASH ON-TIME %,4/30/2018,1.25
PARKS MAINTENANCE ON-TIME %,4/30/2018,1.25
POTHOLE ON-TIME %,4/30/2018,1.25
SIGN INSTALLATION ON-TIME %,4/30/2018,NA
SIGNAL REPAIR ON-TIME %,4/30/2018,1.25
STREETLIGHT ON-TIME %,4/30/2018,NA
TREE MAINTENANCE ON-TIME %,4/30/2018,NA
311 CALL CENTER PERFORMANCE,5/1/2018,0.992308852
311 CONSTITUENT EXPERIENCE SURVEYS,5/1/2018,NA
BFD RESPONSE TIME,5/1/2018,0.94233474
BPS ATTENDANCE,5/1/2018,0.965445885
CITY SERVICES SATISFACTION SURVEYS,5/1/2018,0.925
CODE ENFORCEMENT ON-TIME %,5/1/2018,1.233552632
CODE ENFORCEMENT TRASH COLLECTION,5/1/2018,1.197916667
EMS RESPONSE TIME,5/1/2018,0.901126859
GRAFFITI ON-TIME %,5/1/2018,0.888157895
LIBRARY USERS,5/1/2018,1.250302914
MISSED TRASH ON-TIME %,5/1/2018,1.223958333
PARKS MAINTENANCE ON-TIME %,5/1/2018,1.25
POTHOLE ON-TIME %,5/1/2018,0.833333333
SIGN INSTALLATION ON-TIME %,5/1/2018,0.3125
SIGNAL REPAIR ON-TIME %,5/1/2018,1.083333333
STREETLIGHT ON-TIME %,5/1/2018,NA
TREE MAINTENANCE ON-TIME %,5/1/2018,0.859375
311 CALL CENTER PERFORMANCE,5/2/2018,1.017211799
311 CONSTITUENT EXPERIENCE SURVEYS,5/2/2018,1.25
BFD RESPONSE TIME,5/2/2018,0.986997636
BPS ATTENDANCE,5/2/2018,0.976991583
CITY SERVICES SATISFACTION SURVEYS,5/2/2018,1.107142857
CODE ENFORCEMENT ON-TIME %,5/2/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/2/2018,1.25
EMS RESPONSE TIME,5/2/2018,0.867469461
GRAFFITI ON-TIME %,5/2/2018,0.880681818
LIBRARY USERS,5/2/2018,1.173139468
MISSED TRASH ON-TIME %,5/2/2018,1.216216216
PARKS MAINTENANCE ON-TIME %,5/2/2018,0.833333333
POTHOLE ON-TIME %,5/2/2018,0.555555556
SIGN INSTALLATION ON-TIME %,5/2/2018,0.982142857
